variable,speaker,time,word,realization
velar nasals,KT005,2153.08,coming,
velar nasals,KT005,2170.63,buildings,
velar nasals,KT005,2184.5,rolling,
velar nasals,KT005,2286.81,guessing,
velar nasals,KT005,2313.58,flooring,
velar nasals,KT005,2320.16,during,
velar nasals,KT005,2324.22,banks,
velar nasals,KT005,2386.56,living,
velar nasals,KT005,2388.31,living,
velar nasals,KT005,2398.28,things,
velar nasals,KT005,2405.11,carpeting,
velar nasals,KT005,2420.53,coming,
velar nasals,KT005,2422.55,coming,
velar nasals,KT005,2425.88,during,
velar nasals,KT005,2439.41,going,
velar nasals,KT005,2460.03,anything,
velar nasals,KT005,2487.74,think,
velar nasals,KT005,2497.37,cyphering,
velar nasals,KT005,2530.01,kink,
velar nasals,KT005,2577.9,young,
velar nasals,KT005,2579.75,going,
velar nasals,KT005,2585.95,leaving,
velar nasals,KT005,2588.37,going,
velar nasals,KT005,2590.87,long,
velar nasals,KT005,2591.52,telling,
velar nasals,KT005,2600.53,anything,
velar nasals,KT005,2606.22,drank,
velar nasals,KT005,2617.58,something,
velar nasals,KT005,2654.81,clothing,
velar nasals,KT005,2669.5,during,
velar nasals,KT005,2719.9,nothing,
velar nasals,KT005,2766.65,during,
velar nasals,KT005,2776.61,length,
velar nasals,KT005,2781.59,thing,
velar nasals,KT005,2799.7,being,
velar nasals,KT005,2818.64,young,
velar nasals,KT005,2849.94,anything,
velar nasals,KT005,2899.93,belong,
velar nasals,KT005,2938.12,wyoming,
velar nasals,KT005,3013.64,think,
velar nasals,KT005,3023.66,going,
velar nasals,KT005,3030.34,turning,
velar nasals,KT005,3059.98,wyoming,
velar nasals,KT005,3071.83,coming,
velar nasals,KT005,3073.52,traveling,
velar nasals,KT005,3220.26,things,
velar nasals,KT005,3268.2,anything,
velar nasals,KT005,3294.27,anything,
velar nasals,KT005,3373.52,everything,
velar nasals,KT005,3405.26,going,
velar nasals,KT005,3424.37,youngest,
velar nasals,KT005,3437.58,leading,
velar nasals,KT005,3533.24,building,
velar nasals,KT005,3544.68,serving,
velar nasals,KT005,3546.79,putting,
velar nasals,KT005,3548.69,doing,
velar nasals,KT005,3549.33,anything,
velar nasals,KT005,3584.86,along,
velar nasals,KT005,3595.39,saving,
velar nasals,KT005,3603.44,building,
velar nasals,KT005,3665.28,think,
velar nasals,KT005,3670.94,saving,
velar nasals,KT005,3685.27,building,
thr-flapping,KT005,364.84,through,
thr-flapping,KT005,674.02,throw,
thr-flapping,KT005,684.8,throw,
thr-flapping,KT005,736.95,thrash,
thr-flapping,KT005,739.8,thrashers,
thr-flapping,KT005,757.4,thrashers,
thr-flapping,KT005,771.15,through,
thr-flapping,KT005,771.49,thrashing,
thr-flapping,KT005,1251.49,through,
thr-flapping,KT005,1315.44,through,
thr-flapping,KT005,1465.81,thrilled,
thr-flapping,KT005,1679.98,three,
thr-flapping,KT005,1778.72,through,
thr-flapping,KT005,2009.97,bathroom,
thr-flapping,KT005,2126.1,through,
thr-flapping,KT005,2334.66,through,
thr-flapping,KT005,2775.75,three,
thr-flapping,KT005,2805.9,three,
thr-flapping,KT005,2849.25,throw,
mountain,KT005,318.9,mountains,
mountain,KT005,480.21,mountains,
mountain,KT005,993.11,fountain,
mountain,KT005,1304.4,carton,
mountain,KT005,1449.69,certainly,
mountain,KT005,1736.66,renton,
mountain,KT005,2012.43,curtain,
mountain,KT005,2115.25,renton,
mountain,KT005,2117.35,renton's,
mountain,KT005,2156.13,renton,
mountain,KT005,2228.79,certainly,
mountain,KT005,2559.59,certainly,
mountain,KT005,2956.65,moulton,
mountain,KT005,2957.9,moulton,
mountain,KT005,3033.42,mountains,
mountain,KT005,3582.98,mountain,
wh aspiration,KT005,5.98,what,
wh aspiration,KT005,37.4,when,
wh aspiration,KT005,75.51,what,
wh aspiration,KT005,124.92,what,
wh aspiration,KT005,191.44,what,
wh aspiration,KT005,303.54,while,
wh aspiration,KT005,413.56,when,
wh aspiration,KT005,428.16,when,
wh aspiration,KT005,444.51,what,
wh aspiration,KT005,450.06,what,
wh aspiration,KT005,465.36,what,
wh aspiration,KT005,494.21,what,
wh aspiration,KT005,570.26,whatever,
wh aspiration,KT005,576.42,why,
wh aspiration,KT005,621.64,while,
wh aspiration,KT005,629.59,what,
wh aspiration,KT005,657.65,when,
wh aspiration,KT005,687.38,when,
wh aspiration,KT005,734.91,when,
wh aspiration,KT005,737.86,wheat,
wh aspiration,KT005,772.56,wheat,
wh aspiration,KT005,778.11,what,
wh aspiration,KT005,786.47,what,
wh aspiration,KT005,824.28,why,
wh aspiration,KT005,829.81,why,
wh aspiration,KT005,870.57,what,
wh aspiration,KT005,874.82,why,
wh aspiration,KT005,909.6,when,
wh aspiration,KT005,927.37,when,
wh aspiration,KT005,1098.85,when,
wh aspiration,KT005,1174.07,while,
wh aspiration,KT005,1185.22,what,
wh aspiration,KT005,1210.7,what,
wh aspiration,KT005,1246.46,wherever,
wh aspiration,KT005,1248.2,when,
wh aspiration,KT005,1309.06,when,
wh aspiration,KT005,1309.92,what,
wh aspiration,KT005,1312.82,why,
wh aspiration,KT005,1360.52,wherever,
wh aspiration,KT005,1383.56,when,
wh aspiration,KT005,1389.91,where,
wh aspiration,KT005,1391.06,when,
wh aspiration,KT005,1436.02,when,
wh aspiration,KT005,1468.38,what,
wh aspiration,KT005,1487.65,while,
wh aspiration,KT005,1572.26,what,
wh aspiration,KT005,1665.28,while,
wh aspiration,KT005,1751.98,which,
wh aspiration,KT005,1770,when,
wh aspiration,KT005,1775.96,what,
wh aspiration,KT005,1777.19,when,
wh aspiration,KT005,1837.34,where,
wh aspiration,KT005,1842.25,which,
wh aspiration,KT005,1845.76,where,
wh aspiration,KT005,1853.97,when,
wh aspiration,KT005,1945.38,what,
wh aspiration,KT005,1995.67,when,
wh aspiration,KT005,2016.85,where,
wh aspiration,KT005,2025.72,whatever,
wh aspiration,KT005,2070.06,when,
wh aspiration,KT005,2102.6,when,
wh aspiration,KT005,2233.28,when,
wh aspiration,KT005,2361.05,why,
wh aspiration,KT005,2411.81,while,
wh aspiration,KT005,2457.44,wheat,
wh aspiration,KT005,2488.98,anywhere,
wh aspiration,KT005,2495.74,which,
wh aspiration,KT005,2536.65,why,
wh aspiration,KT005,2579.08,what,
wh aspiration,KT005,2628.67,what,
wh aspiration,KT005,2638.36,what,
wh aspiration,KT005,2639.09,why,
wh aspiration,KT005,2730.72,what,
wh aspiration,KT005,2759.89,why,
wh aspiration,KT005,2769.74,what,
wh aspiration,KT005,2847.14,whatever,
wh aspiration,KT005,2876.07,when,
wh aspiration,KT005,2914.25,when,
wh aspiration,KT005,3148.49,which,
wh aspiration,KT005,3207.14,whatever,
wh aspiration,KT005,3210.44,whatever,
wh aspiration,KT005,3251.01,whenever,
wh aspiration,KT005,3299.6,why,
wh aspiration,KT005,3300.72,what,
wh aspiration,KT005,3324.26,where,
wh aspiration,KT005,3328.42,where,
wh aspiration,KT005,3348.1,where,
wh aspiration,KT005,3354.08,when,
wh aspiration,KT005,3355.92,why,
wh aspiration,KT005,3562.98,where,
wh aspiration,KT005,3597.58,when,
wh aspiration,KT005,3675.92,what,
wh aspiration,KT005,3677.8,what,
velar nasals,KT006,46.05,cummings,
velar nasals,KT006,50.01,long,
velar nasals,KT006,52.82,long,
velar nasals,KT006,109.26,englishman,
velar nasals,KT006,110.75,english,
velar nasals,KT006,113.38,youngster,
velar nasals,KT006,114.59,going,
velar nasals,KT006,115.09,playing,
velar nasals,KT006,117.8,young,
velar nasals,KT006,124.41,cummings,
velar nasals,KT006,167.82,long,
velar nasals,KT006,170.02,shopping,
velar nasals,KT006,175.74,growing,
velar nasals,KT006,201.8,going,
velar nasals,KT006,205.78,riding,
velar nasals,KT006,231.33,along,
velar nasals,KT006,270.42,things,
velar nasals,KT006,295.24,having,
velar nasals,KT006,304.22,during,
velar nasals,KT006,349.12,tackling,
velar nasals,KT006,360.71,think,
velar nasals,KT006,361.51,graduating,
velar nasals,KT006,379.14,marrying,
velar nasals,KT006,379.55,raising,
velar nasals,KT006,381.73,hunting,
velar nasals,KT006,446.79,being,
velar nasals,KT006,450.21,youngest,
velar nasals,KT006,461.88,entering,
velar nasals,KT006,535.06,getting,
velar nasals,KT006,575.6,boxing,
velar nasals,KT006,583.72,boxing,
velar nasals,KT006,595.7,beating,
velar nasals,KT006,597.59,standing,
velar nasals,KT006,603.21,standing,
velar nasals,KT006,628.9,going,
velar nasals,KT006,650.13,taking,
velar nasals,KT006,655.81,going,
velar nasals,KT006,656.24,fishing,
velar nasals,KT006,665.6,hunting,
velar nasals,KT006,666.07,fishing,
velar nasals,KT006,682.54,songs,
velar nasals,KT006,696.21,growing,
velar nasals,KT006,708.37,collecting,
velar nasals,KT006,714.35,going,
velar nasals,KT006,717.2,playing,
velar nasals,KT006,729.91,morning,
velar nasals,KT006,741.33,opposing,
velar nasals,KT006,745.82,wrong,
velar nasals,KT006,761.16,being,
velar nasals,KT006,762.05,stopping,
velar nasals,KT006,762.88,going,
velar nasals,KT006,791,something,
velar nasals,KT006,817.57,england,
velar nasals,KT006,842.53,england,
velar nasals,KT006,863.05,duncan,
velar nasals,KT006,900.07,living,
velar nasals,KT006,911.49,interesting,
velar nasals,KT006,923.59,long,
velar nasals,KT006,927.91,things,
velar nasals,KT006,982.58,during,
velar nasals,KT006,986.05,entertaining,
velar nasals,KT006,992.83,mining,
velar nasals,KT006,999.9,interesting,
velar nasals,KT006,1024.95,digging,
velar nasals,KT006,1026.67,watching,
velar nasals,KT006,1030.88,satisfying,
velar nasals,KT006,1053.37,young,
velar nasals,KT006,1059.48,hearing,
velar nasals,KT006,1061.78,songs,
velar nasals,KT006,1080.03,going,
velar nasals,KT006,1133.15,during,
velar nasals,KT006,1135.27,training,
velar nasals,KT006,1144.24,doing,
velar nasals,KT006,1144.86,training,
velar nasals,KT006,1157.72,winding,
velar nasals,KT006,1184.83,beginning,
velar nasals,KT006,1196.9,young,
velar nasals,KT006,1226.32,young,
velar nasals,KT006,1230.78,things,
velar nasals,KT006,1247.07,sitting,
velar nasals,KT006,1255.97,something,
velar nasals,KT006,1259.21,going,
velar nasals,KT006,1269.28,franklin,
velar nasals,KT006,1306.06,growing,
velar nasals,KT006,1320.32,long,
velar nasals,KT006,1330.33,think,
velar nasals,KT006,1336.43,something,
velar nasals,KT006,1337.87,bring,
velar nasals,KT006,1371.36,studying,
velar nasals,KT006,1391.85,studying,
velar nasals,KT006,1404.76,exciting,
velar nasals,KT006,1425.6,cummings,
velar nasals,KT006,1427.32,cummings,
velar nasals,KT006,1448.29,feeling,
velar nasals,KT006,1467.45,strength,
velar nasals,KT006,1472.66,feeling,
velar nasals,KT006,1525.82,exciting,
velar nasals,KT006,1543.69,coming,
velar nasals,KT006,1563.23,melting,
velar nasals,KT006,1621.55,getting,
velar nasals,KT006,1637.15,things,
velar nasals,KT006,1662.3,frankly,
velar nasals,KT006,1703.53,think,
velar nasals,KT006,1716.29,everything,
velar nasals,KT006,1769.33,think,
velar nasals,KT006,1770.51,raising,
velar nasals,KT006,1790.4,everything,
velar nasals,KT006,1792.6,think,
velar nasals,KT006,1794.72,being,
velar nasals,KT006,1796.03,rearing,
velar nasals,KT006,1812.49,going,
velar nasals,KT006,1820.18,think,
velar nasals,KT006,1846.28,think,
velar nasals,KT006,1848.38,watching,
velar nasals,KT006,1852.39,things,
velar nasals,KT006,1857.21,think,
velar nasals,KT006,1857.68,single,
velar nasals,KT006,1859.7,watching,
velar nasals,KT006,1860.92,think,
velar nasals,KT006,1869.11,thanksgiving,
velar nasals,KT006,1869.56,thanksgiving,
velar nasals,KT006,1877.55,thanksgiving,
velar nasals,KT006,1877.84,thanksgiving,
velar nasals,KT006,1889.2,exciting,
velar nasals,KT006,1891.38,thankful,
velar nasals,KT006,1908.93,thanksgiving,
velar nasals,KT006,1909.19,thanksgiving,
velar nasals,KT006,1969.89,think,
velar nasals,KT006,1973.3,telling,
velar nasals,KT006,1974,getting,
velar nasals,KT006,1977.4,think,
velar nasals,KT006,1980.08,getting,
velar nasals,KT006,2002.34,camping,
velar nasals,KT006,2003.47,camping,
velar nasals,KT006,2009.55,hunting,
velar nasals,KT006,2050.48,being,
velar nasals,KT006,2061.38,giving,
velar nasals,KT006,2074.03,serving,
velar nasals,KT006,2076.46,things,
velar nasals,KT006,2076.79,going,
velar nasals,KT006,2160.57,going,
velar nasals,KT006,2168.23,during,
velar nasals,KT006,2175.98,youngster,
velar nasals,KT006,2181.38,things,
velar nasals,KT006,2182.58,young,
velar nasals,KT006,2188.42,hungry,
velar nasals,KT006,2194.59,sustaining,
velar nasals,KT006,2212.65,going,
velar nasals,KT006,2213.45,hungry,
velar nasals,KT006,2219.6,coming,
velar nasals,KT006,2222.19,thing,
velar nasals,KT006,2223.73,franklin,
velar nasals,KT006,2230.75,anything,
velar nasals,KT006,2294.1,pleasing,
velar nasals,KT006,2305.68,telling,
velar nasals,KT006,2349.76,sitting,
velar nasals,KT006,2350.74,growing,
velar nasals,KT006,2352.17,sitting,
velar nasals,KT006,2357.38,wondering,
velar nasals,KT006,2370.44,during,
velar nasals,KT006,2398.69,willing,
velar nasals,KT006,2413.32,things,
velar nasals,KT006,2419.44,hunting,
velar nasals,KT006,2431.26,hunting,
velar nasals,KT006,2438.98,evening,
velar nasals,KT006,2439.28,hunting,
velar nasals,KT006,2446.24,having,
velar nasals,KT006,2484.72,interesting,
thr-flapping,KT006,224.17,through,
thr-flapping,KT006,290.9,through,
thr-flapping,KT006,291.85,through,
thr-flapping,KT006,455.42,through,
thr-flapping,KT006,715.06,through,
thr-flapping,KT006,1175.38,through,
thr-flapping,KT006,1520.47,three,
thr-flapping,KT006,1563.29,throughout,
thr-flapping,KT006,1666.57,through,
thr-flapping,KT006,1668.78,through,
thr-flapping,KT006,1677.98,through,
thr-flapping,KT006,1720.58,through,
thr-flapping,KT006,1781.34,through,
thr-flapping,KT006,2118.06,through,
thr-flapping,KT006,2219.73,through,
mountain,KT006,978.18,mountain,
mountain,KT006,1897.82,gotten,
wh aspiration,KT006,33.7,when,
wh aspiration,KT006,52.98,while,
wh aspiration,KT006,54.93,when,
wh aspiration,KT006,62.57,what,
wh aspiration,KT006,115.87,when,
wh aspiration,KT006,146.11,what,
wh aspiration,KT006,157.02,when,
wh aspiration,KT006,212.43,when,
wh aspiration,KT006,236.94,when,
wh aspiration,KT006,346.46,when,
wh aspiration,KT006,378.43,when,
wh aspiration,KT006,532.45,what,
wh aspiration,KT006,576.74,where,
wh aspiration,KT006,616.13,which,
wh aspiration,KT006,627.52,while,
wh aspiration,KT006,658.42,where,
wh aspiration,KT006,681.17,what,
wh aspiration,KT006,695.06,when,
wh aspiration,KT006,708.86,where,
wh aspiration,KT006,734.84,where,
wh aspiration,KT006,747.64,whack,
wh aspiration,KT006,751.92,where,
wh aspiration,KT006,789,when,
wh aspiration,KT006,807.22,where,
wh aspiration,KT006,809.99,what's,
wh aspiration,KT006,811.6,where,
wh aspiration,KT006,814.3,what,
wh aspiration,KT006,848.52,when,
wh aspiration,KT006,849.1,where,
wh aspiration,KT006,894.73,when,
wh aspiration,KT006,910.45,what,
wh aspiration,KT006,933.66,elsewhere,
wh aspiration,KT006,939.01,while,
wh aspiration,KT006,952.05,when,
wh aspiration,KT006,982.63,what,
wh aspiration,KT006,985.05,while,
wh aspiration,KT006,986.16,while,
wh aspiration,KT006,1004.98,when,
wh aspiration,KT006,1110.17,what,
wh aspiration,KT006,1132.21,where,
wh aspiration,KT006,1134.43,while,
wh aspiration,KT006,1225.36,when,
wh aspiration,KT006,1236.76,when,
wh aspiration,KT006,1250.96,when,
wh aspiration,KT006,1264.44,when,
wh aspiration,KT006,1321,while,
wh aspiration,KT006,1366.26,when,
wh aspiration,KT006,1374.74,when,
wh aspiration,KT006,1386.63,which,
wh aspiration,KT006,1431.04,when,
wh aspiration,KT006,1444.94,when,
wh aspiration,KT006,1452.95,when,
wh aspiration,KT006,1469.55,what,
wh aspiration,KT006,1553.75,when,
wh aspiration,KT006,1627.07,where,
wh aspiration,KT006,1630.8,while,
wh aspiration,KT006,1644.39,when,
wh aspiration,KT006,1646.16,when,
wh aspiration,KT006,1660.25,why,
wh aspiration,KT006,1703.06,what,
wh aspiration,KT006,1721.19,where,
wh aspiration,KT006,1762.4,what,
wh aspiration,KT006,1843.11,what,
wh aspiration,KT006,1846.79,when,
wh aspiration,KT006,1866.5,what,
wh aspiration,KT006,1886.03,when,
wh aspiration,KT006,1954.12,when,
wh aspiration,KT006,2002.7,when,
wh aspiration,KT006,2010.03,where,
wh aspiration,KT006,2046.11,when,
wh aspiration,KT006,2077.99,where,
wh aspiration,KT006,2131.97,when,
wh aspiration,KT006,2133.58,what,
wh aspiration,KT006,2357.49,what,
wh aspiration,KT006,2423.65,when,
wh aspiration,KT006,2441.34,while,
